time	S1	S2	S3	S4	S5	S6
76.23762376237623	0.0	0.0	0.0	0.0	0.0	0.0
77.22772277227723	0.0	0.0	0.0	0.0	0.0	0.0
78.21782178217822	0.0	0.0	0.0	0.0	0.0	0.0
79.20792079207921	0.0	0.0	0.0	0.0	0.0	0.0
80.1980198019802	0.0	0.0	0.0	0.0	0.0	0.0
81.18811881188118	0.0	0.0	0.0	0.0	0.0	0.0
82.17821782178218	0.0	0.0	0.0	0.0	0.0	0.0
83.16831683168317	0.0	0.0	0.0	0.0	0.0	0.0
84.15841584158416	0.0	0.0	0.0	0.0	0.0	0.0
85.14851485148515	0.0	0.0	0.0	0.0	0.0	0.0
86.13861386138613	0.0	0.0	0.0	0.0	0.0	0.0
87.12871287128712	0.0	0.0	0.0	0.0	0.0	0.0
88.11881188118812	0.0	0.0	0.0	0.0	0.0	0.0
89.10891089108911	0.0	0.0	0.0	0.0	0.0	0.0
90.0990099009901	0.0	0.0	0.0	0.0	0.0	0.0
91.08910891089108	0.0	0.0	0.0	0.0	0.0	0.0
92.07920792079207	0.0	0.0	0.0	0.0	0.0	0.0
93.06930693069307	0.0	0.0	0.0	0.0	0.0	0.0
94.05940594059406	0.0	0.0	0.0	0.0	0.0	0.0
95.04950495049505	0.0	0.0	0.0	0.0	0.0	0.0
96.03960396039604	0.0	0.0	0.0	0.0	0.0	0.0
97.02970297029702	0.0	0.0	0.0	0.0	0.0	0.0
98.01980198019803	0.0	0.0	0.0	0.0	0.0	0.0
99.00990099009901	0.0	0.0	0.0	0.0	0.0	0.0
100.0	0.0	0.0	0.0	0.0	0.0	0.0
