time	T	T_1	T_2	V
23.762376237623762	999.9999878003217	1.0066820313707215e-05	1.2259616953194656e-07	1.2106291773640493e-05
24.752475247524753	999.9999876736345	1.0125490617941183e-05	1.2336169134518788e-07	1.2182463445815962e-05
25.742574257425744	999.9999875477164	1.0184624927307591e-05	1.241206095086622e-07	1.2257844433362258e-05
26.73267326732673	999.9999874225508	1.0244196933098527e-05	1.2487558846509388e-07	1.2332731617482652e-05
27.722772277227723	999.9999872981159	1.0304188714630086e-05	1.2562851298846095e-07	1.2407334900289172e-05
28.712871287128714	999.9999871743871	1.0364590162349008e-05	1.2638054192059146e-07	1.2481783177679897e-05
29.7029702970297	999.9999870513387	1.0425370336738517e-05	1.2713477454786775e-07	1.2556421946277861e-05
30.693069306930692	999.9999869289389	1.0486531110324605e-05	1.2789125679780023e-07	1.2631255876490069e-05
31.683168316831683	999.9999868071567	1.0548066084369635e-05	1.286508058572723e-07	1.2706375780626488e-05
32.67326732673267	999.99998668596	1.0609981756584714e-05	1.2941303953917337e-07	1.2781738675646952e-05
33.663366336633665	999.9999865653201	1.067227714166538e-05	1.3017827360179489e-07	1.2857379479413268e-05
34.65346534653465	999.9999864452063	1.073495517942109e-05	1.309464596790138e-07	1.293329249741859e-05
35.64356435643565	999.99998632558	1.0798011997712957e-05	1.3171818497399916e-07	1.3009542884695167e-05
36.633663366336634	999.9999862064175	1.086145281917282e-05	1.3249319127132808e-07	1.3086101503526727e-05
37.62376237623762	999.9999860876883	1.0925273485821058e-05	1.3327209507082143e-07	1.3163036759415643e-05
38.613861386138616	999.9999859693593	1.0989464095931203e-05	1.3405604897940292e-07	1.3240476849583091e-05
39.603960396039604	999.999985851404	1.1054032660115319e-05	1.348445392384355e-07	1.3318364148039253e-05
40.59405940594059	999.9999857337898	1.1118975747662824e-05	1.356381186847741e-07	1.3396759974523555e-05
41.584158415841586	999.9999856164891	1.1184299517540778e-05	1.3643644870652916e-07	1.3475626214246306e-05
42.57425742574257	999.9999854994753	1.1250010020163499e-05	1.3723920216745552e-07	1.3554926041662172e-05
43.56435643564356	999.999985382728	1.1316109365069253e-05	1.380464202495254e-07	1.3634663683623069e-05
44.554455445544555	999.999985266221	1.1382602148800186e-05	1.388579139701935e-07	1.3714817708295155e-05
45.54455445544554	999.9999851499232	1.1449487943688728e-05	1.396739635204909e-07	1.3795419009212405e-05
46.53465346534654	999.9999850338091	1.1516768517723243e-05	1.4049464608051392e-07	1.3876475837044604e-05
47.524752475247524	999.9999849178507	1.1584443706509786e-05	1.4132022015447636e-07	1.3958016671531662e-05
48.51485148514851	999.9999848020332	1.1652519072529996e-05	1.4215041253302936e-07	1.4040010669503742e-05
49.504950495049506	999.9999846863318	1.172099430178042e-05	1.42985498500863e-07	1.4122488179540925e-05
50.495049504950494	999.9999845707224	1.1789868945251492e-05	1.4382576733880914e-07	1.4205481111001326e-05
51.48514851485149	999.9999844551826	1.1859150545411448e-05	1.4467076591591328e-07	1.4288938532742999e-05
52.475247524752476	999.9999843396873	1.1928838009233464e-05	1.4552084633852936e-07	1.4372899359671982e-05
53.46534653465346	999.9999842242131	1.1998932728770511e-05	1.463761308558116e-07	1.4457376857120468e-05
54.45544554455446	999.9999841087488	1.2069439982550553e-05	1.4723638156790464e-07	1.4542344106190635e-05
55.445544554455445	999.9999839932714	1.2140360992029823e-05	1.4810173950702735e-07	1.4627816463707278e-05
56.43564356435643	999.9999838777621	1.2211698359372022e-05	1.4897221873526114e-07	1.4713795118502323e-05
57.42574257425743	999.9999837622026	1.2283454931364499e-05	1.498478122431773e-07	1.4800278907943777e-05
58.415841584158414	999.9999836465756	1.2355633479651406e-05	1.5072852125642944e-07	1.4887267584688387e-05
59.4059405940594	999.9999835308627	1.2428236498988093e-05	1.5161437449174395e-07	1.4974763965752766e-05
60.396039603960396	999.99998341504	1.2501265361573745e-05	1.5250550708243792e-07	1.5062782735093645e-05
61.386138613861384	999.9999832990935	1.2574723401038314e-05	1.5340187239829678e-07	1.5151318301617883e-05
62.37623762376238	999.9999831830067	1.2648613436340901e-05	1.5430347342245178e-07	1.5240370605658009e-05
63.366336633663366	999.9999830667641	1.272293840062802e-05	1.552103039883387e-07	1.5329938564873117e-05
64.35643564356435	999.9999829503507	1.2797701341233596e-05	1.5612234877969784e-07	1.5420020074248848e-05
65.34653465346534	999.9999828337461	1.2872902774373818e-05	1.570398313222822e-07	1.5510639662085194e-05
66.33663366336634	999.9999827169363	1.294854567860559e-05	1.5796274585779185e-07	1.5601796284667322e-05
67.32673267326733	999.9999825999087	1.3024633433003823e-05	1.5889105063535106e-07	1.569348488209409e-05
68.31683168316832	999.9999824826499	1.3101168848796846e-05	1.5982475869361846e-07	1.5785706502281586e-05
69.3069306930693	999.999982365147	1.3178154792322662e-05	1.6076387945996915e-07	1.5878461788115077e-05
70.29702970297029	999.9999822473849	1.3255593774450535e-05	1.6170845760373626e-07	1.597175530995526e-05
71.2871287128713	999.9999821293378	1.3333486962560747e-05	1.6265866653306368e-07	1.6065605991427167e-05
72.27722772277228	999.9999820109998	1.3411838033429177e-05	1.6361444379450083e-07	1.616000645300493e-05
73.26732673267327	999.9999818923576	1.3490649669453701e-05	1.6457582263685953e-07	1.6254959984537454e-05
74.25742574257426	999.9999817733981	1.3569924567777105e-05	1.6554283651740682e-07	1.6350469896780074e-05
75.24752475247524	999.9999816541084	1.3649665440287074e-05	1.6651551910186504e-07	1.6446539521394542e-05
76.23762376237623	999.9999815344842	1.372987558248658e-05	1.6749394095022162e-07	1.6543176170470865e-05
77.22772277227723	999.9999814145102	1.3810557579186903e-05	1.684781310659049e-07	1.6640382680043158e-05
78.21782178217822	999.9999812941704	1.389171391061106e-05	1.6946811043365852e-07	1.6738161017951903e-05
79.20792079207921	999.9999811734513	1.3973347273518434e-05	1.704639134460261e-07	1.6836514597956294e-05
80.1980198019802	999.9999810523396	1.4055460364668404e-05	1.7146557449555117e-07	1.6935446833815543e-05
81.18811881188118	999.9999809308222	1.4138055880820354e-05	1.7247312797477732e-07	1.703496113928885e-05
82.17821782178218	999.9999808088858	1.4221136518733665e-05	1.7348660827624807e-07	1.713506092813542e-05
83.16831683168317	999.9999806865171	1.4304704975167722e-05	1.7450604979250703e-07	1.7235749614114454e-05
84.15841584158416	999.999980563703	1.4388763946881902e-05	1.7553148691609774e-07	1.7337030610985162e-05
85.14851485148515	999.9999804404301	1.4473316130635589e-05	1.7656295403956373e-07	1.743890733250674e-05
86.13861386138613	999.9999803167311	1.4558368044086322e-05	1.776004982568663e-07	1.7541384064602814e-05
87.12871287128712	999.9999801925729	1.4643920728249047e-05	1.7864414845652847e-07	1.7644463843089676e-05
88.11881188118812	999.9999800679342	1.4729976223232662e-05	1.796939368482584e-07	1.774814993183842e-05
89.10891089108911	999.9999799428035	1.4816537354793901e-05	1.8074989825341217e-07	1.7852445774053397e-05
90.0990099009901	999.9999798171691	1.4903606948689495e-05	1.81812067493346e-07	1.7957354812938952e-05
91.08910891089108	999.9999796910191	1.4991187830676183e-05	1.8288047938941598e-07	1.806288049169944e-05
92.07920792079207	999.9999795643421	1.5079282826510696e-05	1.8395516876297833e-07	1.8169026253539207e-05
93.06930693069307	999.9999794371262	1.516789476194977e-05	1.8503617043538915e-07	1.82757955416626e-05
94.05940594059406	999.9999793093597	1.525702646275014e-05	1.8612351922800463e-07	1.8383191799273973e-05
95.04950495049505	999.9999791810309	1.5346680754668536e-05	1.8721724996218091e-07	1.8491218469577667e-05
96.03960396039604	999.9999790521874	1.5436866271057748e-05	1.8831744808127929e-07	1.859988376742765e-05
97.02970297029702	999.9999789227812	1.5527582289318267e-05	1.8942411747735118e-07	1.8709188220620147e-05
98.01980198019803	999.999978792798	1.5618831373617646e-05	1.9053729069160645e-07	1.8819135057432042e-05
99.00990099009901	999.9999786622278	1.5710616518897742e-05	1.9165700402010607e-07	1.8929727860073927e-05
100.0	999.9999785310607	1.5802940720100395e-05	1.9278329375891097e-07	1.9040970210756384e-05
