Pstat_nuc	Pstat_sol	stat_sol	stat_nuc	PstatDimer_nuc	species_test	PstatDimer_sol	statKinase_sol
0.0	0.0	0.9994835353185779	0.007553295965795017	0.0	0.0	0.0	0.0
0.0	0.0	0.9994832896939868	0.00755688822544052	0.0	0.0	0.0	0.0
0.0	0.0	0.9994830669021165	0.00756014655654478	0.0	0.0	0.0	0.0
0.0	0.0	0.9994828648202904	0.007563102003250239	0.0	0.0	0.0	0.0
0.0	0.0	0.9994826815231551	0.007565782723853163	0.0	0.0	0.0	0.0
0.0	0.0	0.9994825152644552	0.007568214257340589	0.0	0.0	0.0	0.0
0.0	0.0	0.9994823644602545	0.007570419768775787	0.0	0.0	0.0	0.0
0.0	0.0	0.999482227673903	0.007572420269166611	0.0	0.0	0.0	0.0
0.0	0.0	0.9994821036023401	0.007574234815773645	0.0	0.0	0.0	0.0
0.0	0.0	0.9994819910636763	0.00757588069373194	0.0	0.0	0.0	0.0
0.0	0.0	0.9994818889855568	0.007577373586227405	0.0	0.0	0.0	0.0
0.0	0.0	0.9994817963957641	0.007578727711946883	0.0	0.0	0.0	0.0
0.0	0.0	0.9994817124122917	0.007579955970231741	0.0	0.0	0.0	0.0
0.0	0.0	0.9994816362350225	0.007581070062793179	0.0	0.0	0.0	0.0
0.0	0.0	0.9994815671385158	0.007582080599203162	0.0	0.0	0.0	0.0
0.0	0.0	0.9994815044646747	0.007582997204130395	0.0	0.0	0.0	0.0
0.0	0.0	0.9994814476162907	0.0075838286117444085	0.0	0.0	0.0	0.0
0.0	0.0	0.9994813960521314	0.007584582737576745	0.0	0.0	0.0	0.0
0.0	0.0	0.9994813492807219	0.007585266769440915	0.0	0.0	0.0	0.0
0.0	0.0	0.9994813068567932	0.00758588721939896	0.0	0.0	0.0	0.0
0.0	0.0	0.9994812683760967	0.007586449999583571	0.0	0.0	0.0	0.0
0.0	0.0	0.9994812334721559	0.007586960469716411	0.0	0.0	0.0	0.0
0.0	0.0	0.9994812018125582	0.007587423491334205	0.0	0.0	0.0	0.0
0.0	0.0	0.999481173095626	0.0075878434764671005	0.0	0.0	0.0	0.0
0.0	0.0	0.999481147047947	0.007588224423773453	0.0	0.0	0.0	0.0
0.0	0.0	0.9994811234212205	0.007588569964649311	0.0	0.0	0.0	0.0
0.0	0.0	0.9994811019906507	0.0075888833867320616	0.0	0.0	0.0	0.0
0.0	0.0	0.9994810825520868	0.007589167675728121	0.0	0.0	0.0	0.0
0.0	0.0	0.9994810649202556	0.0075894255412597275	0.0	0.0	0.0	0.0
0.0	0.0	0.9994810489273656	0.007589659437277015	0.0	0.0	0.0	0.0
0.0	0.0	0.9994810344209191	0.007589871594055043	0.0	0.0	0.0	0.0
0.0	0.0	0.9994810212628251	0.007590064031178981	0.0	0.0	0.0	0.0
0.0	0.0	0.9994810093277778	0.007590238581246327	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809985020137	0.00759039690804613	0.0	0.0	0.0	0.0
0.0	0.0	0.999480988682553	0.007590540517660471	0.0	0.0	0.0	0.0
0.0	0.0	0.999480979775776	0.00759067077927186	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809716968583	0.007590788933443774	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809643688816	0.007590896105103239	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809577219839	0.007590993315982709	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809516929206	0.0075910814910319325	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809462242594	0.007591161470203632	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809412638788	0.007591234015771045	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809367645507	0.00759129981844401	0.0	0.0	0.0	0.0
0.0	0.0	0.999480932683324	0.007591359506382555	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809289814364	0.007591413646488555	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809256238001	0.0075914627519214	0.0	0.0	0.0	0.0
0.0	0.0	0.9994809225783514	0.007591507291608742	0.0	0.0	0.0	0.0
